Journal	Score1	Score2	IF2	IF5	NoOfScores	Citations
Journal of Immunology	8	6	5.745	5.909	2	374
The Journal of Cell Biology	8	 	9.921	10.123	1	109
BMC Genomics	6	 	4.206	4.199	1	30
Cancer Cell	8	6	26.925	28.438	2	104
Cancer Research	6	 	8.234	8.438	1	57
The Journal of Clinical Investigation	6	 	14.152	16.641	1	31
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	96
Molecular Microbiology	6	6	4.819	5.207	2	103
Structure	6	 	6.337	5.859	1	15
Molecular Cell	10	 	14.194	14.447	1	10
Journal of the American Chemical Society	6	 	9.023	8.981	1	37
Genes &amp; Development	6	 	12.889	13.892	1	54
Science (New York)	6	 	31.377	31.777	1	33
The Journal of Biological Chemistry	6	 	5.328	5.498	1	20
The EMBO Journal	8	 	10.124	9.369	1	13
The Journal of Experimental Medicine	6	6	14.776	15.7	2	81
Journal of Virology	6	 	5.189	5.257	1	36
"Journal of Experimental Zoology. Part B, Molecular and Developmental Evolution"	6	 	2.373	2.838	1	3
Development	6	 	6.898	7.476	1	162
Plant Physiology	6	 	6.451	7.016	1	139
Current Biology	6	 	10.026	11.436	1	39
Biophysical Journal	6	 	4.218	4.692	1	128
Developmental Cell	8	6	13.946	14.24	2	45
Blood	6	 	10.558	10.075	1	63
Protein Science	6	 	2.741	2.94	1	20
Nature Structural &amp; Molecular Biology	6	 	13.685	12.481	1	5
Blood	6	 	10.558	10.075	1	47
Molecular Biology of the Cell	6	 	5.861	5.949	1	15
Nature Cell Biology	8	 	19.407	19.578	1	153
Applied and Environmental Microbiology	6	6	3.778	4.529	2	36
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	161
The Journal of Experimental Medicine	8	 	14.776	15.7	1	135
Nature	8	 	36.104	35.248	1	219
Journal of Neurophysiology	6	 	3.114	3.686	1	30
Proceedings of the National Academy of Sciences of the United States of America	8	10	9.771	10.591	2	130
Nature	8	8	36.104	35.248	2	524
The New Phytologist	6	 	6.516	6.598	1	50
The EMBO Journal	6	 	10.124	9.369	1	78
Molecular Ecology	6	 	6.457	6.633	1	40
The Journal of Neuroscience	8	 	7.271	8.068	1	38
The Journal of Cell Biology	8	 	9.921	10.123	1	28
Trends in Genetics	6	 	11.364	9.306	1	195
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	24
The Journal of Cell Biology	8	 	9.921	10.123	1	35
Journal of the American Chemical Society	6	 	9.023	8.981	1	23
The New Phytologist	6	 	6.516	6.598	1	57
Nature	8	8	36.104	35.248	2	83
FEMS Microbiology Ecology	6	 	3.456	3.939	1	53
Circulation Research	6	 	9.504	10.19	1	42
Nature Biotechnology	6	6	31.09	29.065	2	191
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	138
Biophysical Journal	6	 	4.218	4.692	1	5
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	64
Proceedings of the National Academy of Sciences of the United States of America	8	6	9.771	10.591	2	38
Neuron	6	6	14.027	14.927	2	139
Nature Neuroscience	8	8	14.191	16.19	2	156
Journal of Virology	10	 	5.189	5.257	1	85
Environmental Health Perspectives	8	 	6.087	7.024	1	53
Cancer Cell	6	 	26.925	28.438	1	110
Nature Neuroscience	10	 	14.191	16.19	1	247
Nature	10	 	36.104	35.248	1	1478
Genome Research	8	 	13.588	11.971	1	33
The Journal of Biological Chemistry	6	 	5.328	5.498	1	79
RNA (New York)	8	 	6.051	5.486	1	107
DNA Repair	6	 	4.293	4.303	1	8
Diabetes	8	 	8.889	8.484	1	40
The Journal of Experimental Medicine	6	 	14.776	15.7	1	178
The Journal of Experimental Medicine	8	 	14.776	15.7	1	115
Molecular and Cellular Biology	6	 	6.188	6.381	1	143
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	49
The EMBO Journal	6	 	10.124	9.369	1	68
Nature Medicine	6	 	25.43	27.887	1	277
Proceedings of the National Academy of Sciences of the United States of America	6	8	9.771	10.591	2	119
Proceedings of the National Academy of Sciences of the United States of America	6	6	9.771	10.591	2	54
The Plant Cell	6	 	9.396	10.648	1	114
The Journal of Experimental Medicine	8	 	14.776	15.7	1	85
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	52
PLoS Biology	6	8	12.472	14.376	2	127
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	100
Behavioral ecology : official journal of the International Society for Behavioral	6	 	2.926	3.382	1	49
Development	8	 	6.898	7.476	1	43
Developmental Biology	6	 	4.094	4.42	1	20
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	74
Genes &amp; Development	8	 	12.889	13.892	1	93
Biology of the Cell	6	 	4.898	3.942	1	13
Journal of Immunology	6	 	5.745	5.909	1	33
Plant Physiology	6	 	6.451	7.016	1	32
Nature Cell Biology	6	6	19.407	19.578	2	86
The Journal of Experimental Medicine	6	 	14.776	15.7	1	60
The Journal of Neuroscience	6	 	7.271	8.068	1	19
Journal of Neurophysiology	6	 	3.114	3.686	1	30
Science (New York)	8	 	31.377	31.777	1	148
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	35
The Journal of Neuroscience	6	 	7.271	8.068	1	11
The Plant Journal: for Cell and Molecular Biology	6	8	6.948	7.325	2	96
Nature Immunology	6	6	25.668	25.934	2	108
Plant Biology	6	 	2.409	2.579	1	10
The Journal of Cell Biology	8	8	9.921	10.123	2	80
Journal of Immunology	6	 	5.745	5.909	1	115
Current Biology	8	 	10.026	11.436	1	81
The Journal of Cell Biology	8	6	9.921	10.123	2	24
Journal of Immunology	6	 	5.745	5.909	1	43
Genes &amp; Development	6	 	12.889	13.892	1	65
Protein Science	6	 	2.741	2.94	1	42
Developmental Biology	6	 	4.094	4.42	1	82
The American Naturalist	6	 	4.736	5.385	1	33
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	70
Cancer Research	6	 	8.234	8.438	1	31
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	65
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	68
Molecular Cell	8	 	14.194	14.447	1	111
Science (New York)	8	 	31.377	31.777	1	116
Neuron	8	 	14.027	14.927	1	61
The Journal of Experimental Medicine	6	 	14.776	15.7	1	90
Immunity	8	8	24.221	22.133	2	132
Nature Genetics	10	 	36.377	32.701	1	295
Eukaryotic Cell	6	 	3.395	3.637	1	140
Cell	6	 	32.406	34.931	1	145
Science (New York)	6	 	31.377	31.777	1	110
Journal of Neurophysiology	6	 	3.114	3.686	1	43
Nature Cell Biology	8	6	19.407	19.578	2	81
The EMBO Journal	6	 	10.124	9.369	1	102
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	4
Cellular Microbiology	8	 	5.625	5.428	1	103
The Journal of Experimental Medicine	8	8	14.776	15.7	2	37
Molecular Biology and Evolution	8	 	5.51	8.907	1	84
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	124
International Journal of Antimicrobial Agents	6	 	3.787	3.463	1	14
The Journal of Biological Chemistry	6	 	5.328	5.498	1	29
The Journal of Biological Chemistry	6	 	5.328	5.498	1	52
Neuron	8	 	14.027	14.927	1	418
The Journal of Neuroscience	6	 	7.271	8.068	1	33
Biochemistry	6	6	3.226	3.15	2	40
Immunity	8	 	24.221	22.133	1	65
Placenta	6	 	2.985	3.06	1	12
Behavioral Neuroscience	8	 	2.481	2.676	1	88
Current Biology	8	6	10.026	11.436	2	29
Nature	6	 	36.104	35.248	1	125
Journal of the National Cancer Institute	6	 	14.697	15.371	1	6
Cell	8	 	32.406	34.931	1	1446
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	64
The Plant Journal: for Cell and Molecular Biology	6	 	6.948	7.325	1	51
Journal of the American Chemical Society	6	 	9.023	8.981	1	14
Journal of the American Chemical Society	6	 	9.023	8.981	1	126
Developmental Cell	6	 	13.946	14.24	1	52
Science (New York)	8	8	31.377	31.777	2	134
Journal of Virology	6	 	5.189	5.257	1	17
The American Journal of Pathology	6	 	5.224	5.971	1	72
Clinical and Experimental Immunology	6	 	3.134	3.103	1	32
Immunology	6	 	3.302	3.269	1	35
Journal of Molecular Biology	6	 	4.008	4.095	1	5
Molecular Biology of the Cell	6	6	5.861	5.949	2	67
Nature Cell Biology	6	6	19.407	19.578	2	150
Biochemistry	6	 	3.226	3.15	1	25
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	49
Current Biology	6	 	10.026	11.436	1	38
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	18
Nature Biotechnology	8	 	31.09	29.065	1	270
The Journal of Endocrinology	8	 	3.099	3.169	1	27
Environmental Microbiology	6	 	5.537	5.638	1	67
Nature Neuroscience	6	8	14.191	16.19	2	186
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	199
International journal of plant sciences	6	 	2.364	2.204	1	71
The Journal of Biological Chemistry	6	 	5.328	5.498	1	39
Journal of Bacteriology	6	 	3.726	3.818	1	61
Angewandte Chemie	6	 	12.73	12.05	1	24
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	48
The Journal of Experimental Medicine	6	8	14.776	15.7	2	211
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	95
PLoS Biology	6	 	12.472	14.376	1	67
Blood	6	 	10.558	10.075	1	58
Journal of Bacteriology	6	 	3.726	3.818	1	25
The Journal of Pharmacology and Experimental Therapeutics	8	 	4.017	4.089	1	54
The Journal of Biological Chemistry	6	 	5.328	5.498	1	60
The Journal of Cell Biology	8	 	9.921	10.123	1	55
Molecular and Cellular Biology	6	 	6.188	6.381	1	27
Nature Cell Biology	6	 	19.407	19.578	1	124
Molecular Biology of the Cell	6	 	5.861	5.949	1	54
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	156
The Journal of Neuroscience	6	 	7.271	8.068	1	28
The Journal of Neuroscience	8	 	7.271	8.068	1	57
American Journal of Human Genetics	6	 	11.68	12.265	1	116
Science (New York)	8	10	31.377	31.777	2	152
The Plant Cell	6	 	9.396	10.648	1	13
Plant Physiology	6	 	6.451	7.016	1	86
Allergy	6	 	6.297	5.567	1	45
Eukaryotic Cell	6	 	3.395	3.637	1	25
Genes &amp; Development	6	 	12.889	13.892	1	95
The Plant Cell	6	 	9.396	10.648	1	111
The Journal of Cell Biology	8	8	9.921	10.123	2	95
Plant Physiology	6	 	6.451	7.016	1	51
Nature	8	 	36.104	35.248	1	40
Science (New York)	6	6	31.377	31.777	2	341
Journal of Immunology	6	 	5.745	5.909	1	47
Plant Physiology	6	 	6.451	7.016	1	31
The Plant Cell	6	 	9.396	10.648	1	22
The Plant Cell	6	 	9.396	10.648	1	56
Nature	8	8	36.104	35.248	2	240
Molecular Cell	8	 	14.194	14.447	1	121
Nature Genetics	6	 	36.377	32.701	1	128
Journal of Medicinal Chemistry	8	 	5.207	5.18	1	178
Molecular Cell	8	6	14.194	14.447	2	87
Science (New York)	6	 	31.377	31.777	1	144
Infection and Immunity	6	 	4.098	4.091	1	36
Nature Medicine	6	 	25.43	27.887	1	279
Neuron	6	 	14.027	14.927	1	48
Nature	6	 	36.104	35.248	1	47
Cell	8	6	32.406	34.931	2	40
Development	6	 	6.898	7.476	1	44
Nature	10	8	36.104	35.248	2	139
The Journal of Neuroscience	6	 	7.271	8.068	1	66
Neuron	6	 	14.027	14.927	1	117
The Journal of Biological Chemistry	6	 	5.328	5.498	1	38
Nature Genetics	6	 	36.377	32.701	1	187
The Journal of Cell Biology	6	 	9.921	10.123	1	37
Nature	6	 	36.104	35.248	1	37
The Plant Cell	6	 	9.396	10.648	1	50
Proceedings of the National Academy of Sciences of the United States of America	10	 	9.771	10.591	1	37
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	82
Nature Genetics	8	 	36.377	32.701	1	161
The Journal of Biological Chemistry	6	 	5.328	5.498	1	9
Molecular Microbiology	8	 	4.819	5.207	1	37
European Journal of Immunology	6	 	4.942	4.705	1	28
Nature	6	 	36.104	35.248	1	170
Genes &amp; Development	8	 	12.889	13.892	1	124
Molecular Cell	6	 	14.194	14.447	1	31
Journal of Cell Science	6	 	6.29	6.731	1	45
Molecular Cell	6	 	14.194	14.447	1	93
Science (New York)	8	 	31.377	31.777	1	126
Science (New York)	6	 	31.377	31.777	1	115
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	64
Nature Genetics	6	 	36.377	32.701	1	161
Nature Neuroscience	6	 	14.191	16.19	1	75
Science (New York)	6	 	31.377	31.777	1	76
Nature	8	8	36.104	35.248	2	524
Eukaryotic Cell	8	6	3.395	3.637	2	34
Journal of Bacteriology	6	 	3.726	3.818	1	49
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	63
Genes &amp; Development	8	 	12.889	13.892	1	82
FEBS Letters	10	 	3.601	3.399	1	28
Lancet	6	 	33.633	32.498	1	125
The European Journal of Neuroscience	6	 	3.658	3.812	1	38
Science (New York)	6	8	31.377	31.777	2	129
Chemistry &amp; Biology	6	 	5.838	5.976	1	49
Current Biology	8	 	10.026	11.436	1	47
Genes &amp; Development	6	 	12.889	13.892	1	74
Journal of Immunology	6	 	5.745	5.909	1	142
Molecular Cell	8	10	14.194	14.447	2	138
Nature Structural &amp; Molecular Biology	8	10	13.685	12.481	2	124
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	94
Developmental Cell	8	 	13.946	14.24	1	90
Journal of Molecular Biology	6	 	4.008	4.095	1	118
Biochemistry	8	 	3.226	3.15	1	26
Developmental Cell	8	8	13.946	14.24	2	48
Developmental Cell	8	 	13.946	14.24	1	47
Gene	6	 	2.266	2.61	1	22
Nature	8	8	36.104	35.248	2	408
Molecular Pharmacology	6	 	4.725	4.688	1	62
Nature	8	 	36.104	35.248	1	195
The Journal of Biological Chemistry	6	 	5.328	5.498	1	56
Molecular and Cellular Biology	8	 	6.188	6.381	1	29
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	108
Circulation	6	 	14.432	14.932	1	71
Trends in Ecology &amp; Evolution	8	 	14.448	17.735	1	275
The Journal of Biological Chemistry	6	 	5.328	5.498	1	58
The American Naturalist	6	 	4.736	5.385	1	15
Protein Science	8	 	2.741	2.94	1	25
Molecular Cell	6	 	14.194	14.447	1	53
Human Molecular Genetics	6	 	8.058	8.145	1	21
Frontiers in ecology and the environment	8	 	8.82	7.931	1	63
PLoS Biology	6	 	12.472	14.376	1	76
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	99
The Journal of Cell Biology	6	 	9.921	10.123	1	88
The Journal of Biological Chemistry	6	 	5.328	5.498	1	264
The Journal of Cell Biology	6	6	9.921	10.123	2	121
Current Biology	6	 	10.026	11.436	1	79
Journal of Autoimmunity	6	 	8.136	5.189	1	106
Diabetes	6	 	8.889	8.484	1	413
Molecular Cell	6	 	14.194	14.447	1	210
The European Journal of Neuroscience	6	 	3.658	3.812	1	68
Development	6	8	6.898	7.476	2	131
Trends in Genetics	6	 	11.364	9.306	1	41
Nature Reviews. Microbiology	6	 	20.686	20.17	1	99
PLoS Biology	10	10	12.472	14.376	2	456
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	47
The Journal of Biological Chemistry	6	 	5.328	5.498	1	107
Brain: A Journal of Neurology	8	 	9.232	10.143	1	103
Molecular Cell	6	 	14.194	14.447	1	74
Journal of Immunology	6	 	5.745	5.909	1	28
Molecular Microbiology	8	 	4.819	5.207	1	30
Cellular Microbiology	6	 	5.625	5.428	1	43
Journal of Microbiological Methods	8	 	2.018	2.47	1	46
Journal of the American Chemical Society	6	 	9.023	8.981	1	60
Psychopharmacology	6	 	3.817	4.148	1	20
Fungal Genetics and Biology	8	 	3.333	3.255	1	47
Journal of Evolutionary Biology	6	 	3.656	4.08	1	15
Nature Neuroscience	10	 	14.191	16.19	1	56
Proceedings. Biological Sciences / the Royal Society	8	 	5.064	5.443	1	18
PLoS Biology	6	 	12.472	14.376	1	68
RNA (New York)	6	 	6.051	5.486	1	136
Nature Genetics	6	 	36.377	32.701	1	44
Journal of Virology	8	 	5.189	5.257	1	84
Journal of Vascular Research	6	 	2.752	2.496	1	28
The Journal of Biological Chemistry	6	 	5.328	5.498	1	51
PLoS Biology	6	6	12.472	14.376	2	123
Cell	8	8	32.406	34.931	2	147
Nature	10	 	36.104	35.248	1	358
Science (New York)	8	6	31.377	31.777	2	166
The Plant Cell	6	 	9.396	10.648	1	60
Hypertension	6	 	6.908	6.949	1	67
The Journal of Experimental Medicine	6	 	14.776	15.7	1	52
Nature Medicine	8	 	25.43	27.887	1	591
The Journal of Experimental Medicine	6	 	14.776	15.7	1	78
Proceedings. Biological Sciences / the Royal Society	6	 	5.064	5.443	1	91
Nature	8	 	36.104	35.248	1	602
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	84
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	121
Genetics	6	 	4.087	4.311	1	25
Development	6	 	6.898	7.476	1	31
Molecular Biology of the Cell	6	 	5.861	5.949	1	69
Genes &amp; Development	6	6	12.889	13.892	2	170
Science (New York)	6	 	31.377	31.777	1	13
Molecular Cell	6	 	14.194	14.447	1	75
Gene	6	 	2.266	2.61	1	21
The New England Journal of Medicine	8	 	53.486	52.363	1	1145
Nature Neuroscience	8	 	14.191	16.19	1	33
The Journal of Cell Biology	6	 	9.921	10.123	1	94
Journal of Immunology	6	 	5.745	5.909	1	28
The New England Journal of Medicine	8	 	53.486	52.363	1	1113
Proceedings of the National Academy of Sciences of the United States of America	8	 	9.771	10.591	1	174
Nature Cell Biology	6	 	19.407	19.578	1	73
Current Biology	6	 	10.026	11.436	1	16
Science (New York)	8	 	31.377	31.777	1	165
Current Biology	6	 	10.026	11.436	1	71
Aquatic Toxicology	6	 	3.333	3.822	1	17
Immunity	8	 	24.221	22.133	1	91
The Journal of Biological Chemistry	6	 	5.328	5.498	1	33
Science (New York)	6	6	31.377	31.777	2	220
Journal of the American Chemical Society	6	 	9.023	8.981	1	47
Journal of Vision	8	 	2.826	3.238	1	77
Journal of Applied Microbiology	6	 	2.365	2.798	1	16
Journal of Vision	6	 	2.826	3.238	1	36
Neural Computation	6	 	2.29	2.949	1	75
Molecular Genetics and Genomics	6	 	2.453	2.677	1	17
Proceedings of the National Academy of Sciences of the United States of America	6	6	9.771	10.591	2	83
Developmental Cell	6	 	13.946	14.24	1	117
Molecular Biology and Evolution	6	 	5.51	8.907	1	36
Journal of Evolutionary Biology	6	 	3.656	4.08	1	25
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	41
Developmental Biology	6	 	4.094	4.42	1	47
Annals of Neurology	10	 	10.746	10.132	1	273
Science (New York)	8	6	31.377	31.777	2	263
Development	8	6	6.898	7.476	2	94
Science (New York)	8	8	31.377	31.777	2	87
The New Phytologist	8	 	6.516	6.598	1	153
Journal of the American Chemical Society	6	 	9.023	8.981	1	41
Genes &amp; Development	6	 	12.889	13.892	1	64
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	35
Cell	8	 	32.406	34.931	1	32
Nucleic Acids Research	6	 	7.836	7.314	1	20
The Journal of Neuroscience	8	 	7.271	8.068	1	53
Nature Neuroscience	10	 	14.191	16.19	1	103
Plant Biotechnology Journal	6	 	4.886	4.87	1	46
Development	6	6	6.898	7.476	2	91
Nature	6	8	36.104	35.248	2	133
Nature Neuroscience	6	6	14.191	16.19	2	66
Proceedings of the National Academy of Sciences of the United States of America	8	6	9.771	10.591	2	31
Proceedings of the National Academy of Sciences of the United States of America	6	 	9.771	10.591	1	27
The Journal of Neuroscience	6	 	7.271	8.068	1	77
Conservation Biology	10	 	4.894	5.963	1	28
The Plant Journal: for Cell and Molecular Biology	8	 	6.948	7.325	1	43
Cell	8	6	32.406	34.931	2	638
Nature	10	 	36.104	35.248	1	494
Cell	6	8	32.406	34.931	2	248
Nature Genetics	6	6	36.377	32.701	2	313
